vað	síbrúgv,fiskatorva
villmenni	sííbúgvi,óflýggjakroppur
villmeti	símatur
villross	síross
villskapur	sífrumkendur,vreiði,ørskapur
villsvín	sígrísur
villtonn	sítonn
villur	síburturvilstur,frumkendur,nasadjarvur,ófriðarligur,ræðandi,styggur
villutrúgv	síátrúni
villvøkstur	síillgras
vilstur	síburturvilstur
vimpil	síeyðkenni
vims	síviðbragd
vimsa	síførka,ganga
vina	sívinur
vinaband	síblídni
vinabýur	síbýur
vinadystur	síkapping
vinalag	síblídni
vinaleysur	síeinsamallur
vinaliga	síyndisliga
vinaligur	sígóðsintur
vinaloysi	síeinsamallur,uttanveltaður
vinargáva	sígáva
vinargerð	síhjálp
vinarheilsan	síheilsan
vinarhond	síhjálp
vinarkvøða	síheilsan
vinarliga	síyndisliga
vinarligur	sígóðsintur
vinarorð	sílovorð
vinarráð	síleiðbeining
vinarvalsur	sídansur,tónalag
vinaskari	sívinur
vinátta	síblídni
vinda	síboyggja,dreiva,storma
vindandi	síógvuliga
vindast	síbrótast
vinda upp segl	draga, heysa upp segl;hava segl upp;hava, seta á segl;hava, seta øll segl á;raða (hana) av;seta segl til;vinda (segl) í húnar hátt, í rá, í topp↔mastur,segl,sigla,sigling
vindár	síódnardagur,vánatíð
vindbardur	síveðurbardur
vindbára	sídøkki,sjóvarilska,vindur
vindblak	sívindur
vindborin	síinnfluttur,landvegin
vinddagur	síódnardagur
vindeygaglas	síglas
vindeygakarmur	síútlinja
vindeygastykki	síforhang
vindeygatjald	síforhang
vindferð	sískjótleiki
vindgarður	sívindur
vindgikt	sípína
vindgosin	síkaldur,rotin,veðurbardur
vindharður	síveðurringur
vindhol	síillveðurshol
vindil	sísigarett,ull
vinding	sískarð,skrúvugangur,strika
vindkaldur	síkaldur
vindkarr	sívindur
vindkast	sívindur
vindlakassi	síkassi
vindlakistil	síkassi
vindli	síull
vindljós	sítorusláttur
vindluft	síveðurlag
vindmegi	símegi
vindmikil	síveðurringur
vindnátt	síódnardagur
vindorka	símegi
vindódn	síillveður
vindrongur	sívinur
vindsamur	síveðurringur
vindsil	síviðbragd
vindskaði	sískaði
vindskái	síveðurhvíld
vindskjól	sívernd
vindskur	síavlagaður
vindstrok	sívindur
vindtikin	síveðurbardur
vindturrur	síturrur
vindtættur	sítættur
vindur	Samheiti:bergvindur,berjan,blástur,fleygabyrur,gravan,kuldapístran,mótvindur,pístr,pístran,pístur,potuvindur,pústr,pústran,pústrari,skadduvindur,skøddufísa,skødduvindur,uppburður,várgjóstur,viftingur,vindbára(byrur)undangonga,undangongubyrur,undangonguvindur,undanvindur,vildarbyrurblíður, góður byrur;stúvandi byrur;□seglini standa full;tað er undanbært;vindurin er til vildar(hvirla)glaða,glaðurok,glaðustrok,hviril,hvirlublak,kavaroka,kurlingur,kurlivindur,meldur,meldurglaða,meldurhvirla,meldurvindur,roka,ódnarhvirla,sipan,snurlar,snurlihvirla,strekan,strekkur,svínskinn,vatnglaða(kastivindur)bylur,kast,vindblak,vindkast,vindstrok(lot)andarblak,andi,andøvsgul,eystanlot,fjallagul,flagr,flakr,fleygagul,fleygalot,fleyr,garðagul,garður,gráði,gul,guling,havgul,høgættargul,høgættarlot,karr,kuldalot,kvøldargul,kvøldarlot,kvøldgul,kvøldlot,kyld,kyling,kylingur,lágættarlot,lærgul,morgungul,morgunlot,náttarlot,njósagul,norðanlot,ond,seglbyrur,sólargul,sólarvindur,sólgul,sólvindur,summarfleyr,summarlot,sunnangul,sunnanlot,útnyrðingsond,útsynningsfleyr,útsynningslot,útsynningsond,vestanfleyr,vestanlot,vindgarður,vindkarr,ættargul,ættarlotfitt gul;fittligt gul;frískligt lot;frískt lot;lítið lot;stívt andøvsgul;tvey andøvsgul(mótvindur)andveður,mótbyrurhvast veður (ímóti)(stormur)árend,baldur,eystanstormur,froysur,gøla,heyststormur,húsastormur,húsavindur,javndøgursstormur,kavastormur,kolastormur,kolstormur,lágættarstormur,norðanódn,norðanstormur,ódn,ódnarrið,ódnarstormur,ódnarvindur,rokódn,rokstormur,rokveður,sipan,skaðabrestur,skaðastormur,skaðavindur,skrið,stóródn,strekkur,strok,stroka,strokan,strokvindur,strúkur,sunnanódn,sunnanstormur,útnyrðingsstormur,útsynningsstormur,vestanódn,vestanstormur,vestanvindur,vetraródn,vetrarstormur,vetrarvindurberjan í vindi;ein strekan av vindi;fitt av vindi;frískur vindur;gravan í vindi;hvassur vindur;strúkur í vindi;tráur vindur;væl av vindi;ódn í vindi;hvassur, kolandi, rúkandi, skræðandi, ýlandi stormur;kolandi ódn;stormur í vindi;strekkur av vindi;strekkur, strok, strokan, strúkur í vindi(trekkur)gjóstur,gos,potuvindur(turringur)eystanpíningur,eystantømingur,gjalur,hæsingur,kuldaskerpingur,kuldaturkur,landsynningshæsingur,landsynningstømingur,lágættartømingur,píningsveður,píningur,skerpingsvár,skerpingur,temingur,turrveður,tøming,tømingsdagur,tømingsveður,tømingur,várskerpingur(tvørvindur)rangblak,rangvindur,síðuvindur,tvørættrong glaða;rong hvirla(ætt)avlandsvindur,avlandsætt,álandsvindur,brimætt,eystannátt,eystanveður,eystanvindur,eysturætt,fleygaætt,fleygingarætt,gotan,harðveðursætt,havætt,hungursætt,høgætt,høgættardagur,høgættarveður,høgættarvindur,kavaætt,konufólkaætt,konugleði,konuætt,kuldavindur,kuldaætt,kyrruætt,lágætt,lágættardagur,lágættarveður,lágættarvindur,matætt,minuætt,norðandagur,norðanvindur,norðurætt,regnætt,rekaætt,sjógvætt,sólætt,suðurætt,sunnanvindur,útætt,vestanveður,vestanvindur,vesturætt,vindætt↔draga á luftina,illveður,rák,reka,storma,veðurlag,veðurringur,ættirAndheiti:góðveður
vindut	síveðurringur
vindvág	sísjóvarilska
vindætt	sívindur
vinfastur	sítrúgvur
vinfólk	sívinur
vingl	síivasemi,vinglan,vingliskøltur
vingla	síganga,ivast
vinglan	síivasemiSamheiti:ávøga,hiv,raglan,ridl,sendari,sending,sjóridla,sjórigla,skinkl,slang,slangur,sløðr,sløður,stikl,stikul,stumbul,vingl,vingul,yvirriðóstútt, støplandi, vinglut o.fl. gongulag;óstøðug gongd(bógvakøst)hiv,hiving,sendari,sending,sleinging↔falla,ganga,innføttur,óstúttur,snáva,útføttur
vinglandi	síóstúttur,støðuveikur
vingliskøltur	Samheiti:beggjatrællur,fáragudda,ivamaður,lítarloysi,meldurskøltur,ráksnúningur,slóm,tvískinningur,vendisperðil,viljaloysingur,vingl,vingul↔eftirlíka,jabróðir,lítillátin,støðuveikur,svikariAndheiti:álitismaður
vinglivatn	sírúsdrekka
vinglutur	síóstúttur,støðuveikur
vingul	síivasemi,vinglan,vingliskøltur
vink	síkenning
vinka	síheilsa
vinkir	sílótir
vinkona	sívinur
vinkonulag	síblídni
vinkul	Samheiti:brotvinkul,garðshorn,garðskrókur,geilarhorn,gøtuhorn,horn,húsahorn,húsanøv,húsarhorn,húshorn,hyrni,hyrningur,innskotshorn,kirkjugarðshorn,kirkjuhorn,knæ,krepping,krókur,landkrókur,liður,mánahorn,útskotshorn,vrágævur, rættur, spískur vinkul
vinkulrættur	síbeinur
vinkulskeivur	síavlagaður
vinmaður	sívinur
vinna	síarbeiða,dyrking,elva,forvinna,sigra,starv,vinnulív
vinna heim	Samheiti:knarva,knáva,kneyka,knógvabera boðini heim;bera boð í bý, býggj;bjarga lívinum;finna (heim) aftur;klára tað;knarva, kneyka, slíta, vinna land(ið) upp;koma fram í øllum góðum;koma heilskapaður aftur;koma leiðina fram;koma, spyrjast aftur, afturíaftur, aftur í aftur;koma, vinna á mál, fram, heim, inn o.fl.;náa á mál;náa við bit og slit, við neyð og deyð, við ringum skili;vinna fram, heim;vinna húsini upp (aftur);vinna upp land↔finna veg,staðkendur,stevnuleið,venda aftur
vinnari	Samheiti:bronsuvinnari,europameistari,føroyameistari,gullvinnari,heimsmeistari,kattarkongur,meistari,nr. 1,ovurmaður,ovurmaki,sigrari,sigurharri,sigurskappi,sigurvegari,sigurvinnari,silvurvinnari,steypavinnari,stórmeistari,tunnukongur,vakurleikadrotning,yvirbregði,yvirbrigdi,yvirlíki,yvirmaður,yvirmaki,økismeistari↔avtakafólk,álitismaður,hampafólk,heiðursløn,kraftamaður,met,oddamaður,óvinniligur,roysnisgerð,roysnissteinur,sigra,sigur,slitmaðurAndheiti:eftirbátur,tapari
vinning	sísigur
vinningsbýti	síyvirskot
vinningur	sífongur,gagn,yvirskot
vinnubræv	sírættindi,váttan
vinnufelag	sífelag
vinnufólk	síhjálpari
vinnufrælsi	sífrídómur
vinnuførur	síarbeiðsførur
vinnugrein	sístarvsgrein
vinnulánsgrunnur	sílánistovnur
vinnuleysur	síarbeiðsleysur
vinnuligur	síómakaleysur
vinnulíkindi	sílíkindi(r)
vinnulív	Samheiti:aksturvinna,byggivinna,eykavinna,fiskivinna,framleiðsluvinna,heimaídnaður,heimavirki,hjávinna,høvuðsvinna,ídnaður,jarðarbrúk,oljuídnaður,oljuvinna,sjóvinna,stórídnaður,tænastuvinna,urtagarðsbrúk,urtagarðsvinna,vinna↔arbeiða,arbeiði,ídna,ítriv,starv,starvsgrein,verkevni,yrki
vinnuloysi	síarbeiðsloysi
vinnuloyvi	sírættindi
vinnunevnd	sívald
vinnuorka	síhjálpari,megi
vinnusjúka	sísjúka
vinnuskúli	sískúli
vinnuvegur	síyrki
vinnuøki	sístarvsgrein
vinsamligur	sígóðsintur
vinsamur	sígóðsintur
vinsemd	síblídni
vinsemi	síblídni
vinskapur	síblídni
vinstradeyðaseyður	síseyður
vinstrahallur	sísosialistiskur,vinstrumegin
vinstrakoyring	síflutningur
vinstrasinnaður	síkynvillingur,sosialistiskur,vinstrumegin
vinstravendur	sísosialistiskur,vinstrumegin
vinstravundin	sísnúðrutur
vinstrhentur	Samheiti:kjalghentur,kjalgur,kjallhentur,lámhentur,ranghentur(lámur)kjalllámsmaður,kjalllámur↔høgrumegin,vinstrumegin
vinstri	sísosialistiskur,vinstrumegin
vinstrumegin	Samheiti:bakborðsmegin,konufólkamegin,vinstrahallur,vinstrasinnaður,vinstravendur,vinstriá ranga bøgi;á vinstru hond, lið, síðu;í bakborð;í rangaborð;í vinstra borði;móti vinstru;til vinstru;til vinstru handar;vinstrumegin við↔sólarrangt,sólarrætt,vinstrhenturAndheiti:høgrumegin
vinsæla	síblídni
vinsælur	sígóðsintur
vinur	Samheiti:aldavinur,alvinur,ástvinur,barndómsvinkona,barndómsvinur,einkavinur,felagi,felagsmaður,findarvinur,fostbróðir,frændi,góðvinur,heitbróðir,hjartavinur,høvuðsvinur,lagsbróðir,lagsmaður,leikbróðir,leikfelagi,leiksystir,leiksystkin,nærvinur,onkavinur,spælibróðir,spælisystkin,stallbróðir,trúnaðarvinur,ungdómsvinur,vina,vinaskari,vindrongur,vinfólk,vinkona,vinmaður(feðgar)lagsmenn,vinir(føroyavinur)barnavinur,bókavinur,djóravinur,málvinurbarngott fólk;besti, góður, kærur, sannur vinur↔blídni,felag,felagslimur,felagsskapur,fríggja,granni,par,partamaður,samansjóðaðir,samdur,semja,semjast,umgangastAndheiti:fíggindi,mótstøðumaður,øvundarmaður
viólbláur	sílitaður
vióllittur	sílitaður
vippa	sítøma
virdur	sídáma
virða	síeftirlíka,tilbiðja
virði	sídygd,prísur
virðileiki	símikilleiki
virðileysur	síbíligur,dygdarleysur
virðiliga	síhøviskliga,vandaliga,við hávirðing
virðiligur	sídáma,hábærsligur,hóskiligur
virðing	Samheiti:fólkaansur,hámeting,háundran,hávirðing,met,ovurundran,sjálvsvirðing,sjálvvirði,undranarhávirðing,virðingarótti,ærufrykt↔heiður,hábærsliga,hábærsligur,lovorð,mikilleiki,tilbiðjan
virðingarfylst	sívið hávirðing
virðingarmest	sívið hávirðing
virðingarótti	sívirðing
virðingartittul	sínavn
virðingarverdur	sídáma
virðisbræv	sípakkapostur,peningur
virðisbrævamarknaður	sísølubúð
virðiseind	síummæli
virðisgripur	sídýrgripur
virðishækkan	sívøkstur
virðisleysur	síbíligur,dygdarleysur
virðisliga	síhøviskliga
virðisligur	síhábærsligur,hóskiligur
virðislítil	síbíligur,dygdarleysur
virðislutur	sídýrgripur
virðislækkan	síminking
virðisløn	síheiðursløn
virðisløna	sítilbiðja
virðismát	síummæli
virðismeta	síkanna,tilbiðja
virðismetan	símeting
virðismeting	símeting
virðismettur	Samheiti:mettur,roknaður,taldur,ætlaður,útgivinhildin, sagdur at vera;hildin, sagdur at vera ímóti, tað sama sum, til støddar sum...;□hann skal, skuldi vera...↔kanna,meting,ummæli
virðismikil	sídygdargóður,dýrur
virðisminkan	síminking
virðispakki	sípakkapostur
virðispostur	sípakkapostur
virka	síarbeiða,flætta,góðska,rína við,svirra,tøta
virkan	síarbeiði
virki	síarbeiði,bygningur,verkstaður
virkiligur	síhóskiligur,ómakaleysur
virkin	símunadyggur,raskur
virking	síarbeiði
virkingar	sípína
virkingarmikil	síraskur
virkisamboð	síamboð
virkisbúmerki	síeyðkenni
virkisfúsur	síraskur
virkisfýsni	sídirvi
virkisgarður	sígarður
virkisgleði	sídirvi
virkisgrøv	síá
virkisháttur	síarbeiðslag
virkishugur	sídirvi
virkishús	síverkstaður
virkisleið	sístarvsgrein
virkisleiðari	síoddamaður
virkisleysur	síarbeiðsleysur
virkislíkindi	sílíkindi(r)
virkisloysi	síarbeiðsloysi
virkismál	sískrá
virkismúli	sígarður
virkismúrur	sígarður
virkisstaður	sístað
virkistrá	sídirvi
virkisveggur	sígarður
virkisøki	sístarvsgrein
virkja	síverkja
virknaður	síárin,endaúrslit
virkni	símegi
virksemi	síarbeiði,dirvi
virkuliga	síógvuliga
virkuligur	sífrálíkur,sannur
virussjúka	sísjúka
visaligur	síúrklænur
visasligur	síúrklænur
visin	síúrklænur
viska	sírudda
viskur	síhoyggj
visna	sírotna,troyttast
visnaður	sírotin
vissa	sínoyða,prógva,sannføring,tryggja
vissuliga	sínevniliga,sanniliga
vissur	síásettur,sannurSamheiti:avgjørdur,fullvísur,ivaleysur,ráðafastur,ráðfastur,sannførdur,sigursvissur,sólarvísur,vísurikki í iva, ivan um...;ivaleysur, vísur o.fl. í e-m;sannførdur um...;sum hevur tikið støðu;□tað er heilt vist, tað grettir ikki á;tað kanst tú banna (tær) uppá, líta á, vera vísur í(beinrakin)nettur,snøggraktursum rakar væl;□hann, honum faftar ikki á;tað grettir ikki fyri (hjá) honum↔rakaAndheiti:ivasamur
vist	síbústaður,kanska,matur,nevniliga,sanniliga,sannur,vitjan
vistarhald	síbústaður
vistarheim	síbústaður
vistarhús	síbústaður
vistarkommuna	síbústaður
vistarloyvi	sírættindi
vistarskúli	síbústaður,skúli
vistast	síbúgva
vistir	símatur
vit	síklókskapur
vita	síkanna,royna;hava fult vit;vera við sítt fulla vit;vera vitandi um...(fata)forstanda,greina,kenna,meistra,sannkenna,síggja,skilja,undirstanda(duga)kunnaduga at skyna á, á at skyna;fáa e-t inn í bollan, grúkin, heilan, heysin, høvdið, skallan o.fl.;fáa fatan av, fatur á;fáa, hava, vita greiði, greiðu, greinskil, skil á;fáa tað burturúr at...;fáa ta fatan at...;gera grein ímillum;gerast greiður yvir;gera sær grein fyri;gera sær greitt;greina ímillum;hava greiði á;hava kunnleika um;hava skil á, fyri;kenna mun á, ímillum;kenna til e-t;koma eftir;sannkenna t.e. fata til lítar, veruliga fata;síggja greitt, klárt at...;skilja e-t soleiðis at...;skilja hálvkvødna vísu;skilja ímillum;tulka e-t soleiðis, sum at...;vera vitandi um;vita alt um onnur;vita dagaskil;vita hvar havið er djúpast;vita skil á;vita um;□e-t er týðiligt fyri e-m;tað birtist, dagast, klárnar, rivar fyri honum;tað kemur fram fyri hann↔eyðvitað,gruna,hugsan,klókskapur,klókur,læra seg,lærdómur,meina,næmi,næmur,skynsamliga,teinkja,upphugsa
vitaansari	sívaktari
vitameistari	sívaktari
vitaminmikil	sídygdargóður
vitaminríkur	sídygdargóður
vitamintrot	sítørvur
vitan	síklókskapur
vitandi	síavvitandi,klókur
vitaskip	sísjófar,viti
vitatorn	síviti
vitavørður	sívaktari
vitbjartur	síklókur
vitborin	síklókur
viti	síeldurSamheiti:fýrur,hornaviti,vitaskip,vitatorn(sjómerki)bakviti,forviti,havnarmerki,innsiglingarviti,ljósboya↔finna veg,stevnuleið,varði,ýta
vitigur	síklókur
vitiliga	síeyðvitað
vitiligt	síeyðvitað
vitiligur	sígreiður
vitiligvís	síeyðvitað
vitinýra	síeydnulutur
vitisleysur	síhálvdeyður
vitisloysi	síóvit
vitja	Samheiti:finna,gesta,gista,hittadetta, fara, ganga, hoppa, hyggja, koma, leypa, støkka, vitja inn á gólvið hjá e-m;fara, ganga hús úr húsi, í húsini, um bygdina;fara, ganga inn til ein við stokkum;fara, koma at ferðast, vitja, á ferð, vitjan;fara, koma inn at venda;fara um bøin;ferðast hjá e-m;ganga húsagongd, húsamát;ganga húsa(nna) millum, millum húsa(nna);ganga inn til e-n;ganga, koma á gátt;ganga, liggja, vera (har) sum sviðin kattur;ganga stovugongd;gera eitt legg, rend;hyggja inn;hyggja, støkka innum (gáttina);leggja ein ravarakstur;renda seg inn til e-n;renna húsamál;renna upp á dyrnar hjá e-m;slíta gáttina hjá e-m;vera á vitjan;vera og ferðast (hjá e-m);vitja altíð og stund, seint og tíðliga;□hann liggur har sum sviðin kattur;hann var har syndur og sálur↔búgva,bústaður,byggja,bygningur,ferðast,ganga,gestur,hýsa,vertur,vitjan
vitjan	Samheiti:afturvitjan,afturvitjing,atsókn,drotningarvitjan,ferðamannavitjan,húsagongd,jólavist,kongsvitjan,rend,sjúkravitjan,stovugongd,vist,vitjanarferð↔búgva,bústaður,gestur,hýsa,vertur,vitja
vitjanarferð	sívitjan
vitkaligur	síklókur,næmur
vitkast	sílæra seg
vitleysa	síógvuliga
vitleyst	síóskilaliga
vitleysur	síhálvdeyður,ósannur,ræðandi,svakur,tápuligur,vreiður
vitlítil	sítápuligur
vitloysi	síbýttisskapur,møsn,ørskapur,ørvitisskapur
vitloysingur	síbýttlingur
vitmikil	síklókur
vitna	síprógva,umvenda,vísa á
vitni	síáskoðari
vitnisábyrgd	síábyrgd
vitnisburður	síáskoðari,kristning,váttan
vitnisfastur	sísannur
vitnisføra	síprógva
vitnisførsla	síáskoðari
vitormaløgur	síævintýrhugtak
vitormur	síævintýrhugtak
vitra	síavkrókur
vitringur	sívísmaður
vitsevni	síklókskapur
vitska	síklókskapur
vitskapur	síklókskapur
vitskualdur	símenningarstig
vitskulítil	sítápuligur
vitskutal	símenningarstig
vitskutur	síklókur
vitsnjallur	síklókur
vittuggi	síbýttlingur,óflýggjakroppur,ótangi
vittøkur	síklókur
vitugleiki	síklókskapur
vitugur	síklókur
vituliga	síeyðvitað
vituligt	síeyðvitað
vituligur	sígreiður
vituligvís	síeyðvitað
vitunýrapungur	síegg
vitur	síklókur
vitvísur	síavvitandi
vídd	sípláss,strekki
vídligur	sírúmligur
víða	síallastaðni
víðagitin	sínavnframur
víðan	síallastaðni
víðani	síallastaðni
víðasigldur	sívíðfarin
víðavangur	síoyðistaður
víðfarin	sífjølbroytturSamheiti:víðasigldur,víðferur,víðgongdur,víðsveimin↔burturstaddur,ferðafólk,ferðafúsur,ferðahugur,ferðast,rekavætti
víðfatandi	sífjølbroyttur
víðferur	sívíðfarin
víðfevndur	sífjølbroyttur
víðførur	sírúmligur
víðgongdur	sínasadjarvur,rúmligur,víðfarin
víðgreindur	sífjølbroyttur
víðhav	síhav
víðhyrntur	síhyrntur
víðilsi	sípláss
víðka	sírúmka
víðkan	sívøkstur
víðkast	síhovna,leingjast ímillum,størrast
víðkníggjaður	síhjólbeintur
víðlendi	síjarðarstykki
víðlendur	sírúmligur
víðopin	síavveltur,upplatin
víðskipaður	síspjaddur
víðskygdur	sífrílyntur
víðskygni	símikilleiki
víðsveimin	sífjølbroyttur,víðfarin
víðsýni	símikilleiki
víðsýnt	síútsýnt
víðtøkin	sífjølbroyttur
víðtøkur	sífjølbroyttur
víður	sírúmligur
víg	síkríggj
víga	sídoypa,giftast,útnevna
vígbúgvin	síherbúgvin
vígdur	sígiftast
vígfrekur	síófúsur
vígførur	sítilkomin
víggarður	sígarður
víggirða	síverja seg
víggirðing	sírimaverk,vernd
víggj	sídráp,kríggj
víggja	sínørast
víggjahugur	sídirvi
víggjførur	sítilkomin
víging	sívígsla
vígmegi	símegi
vígsekur	sísekur
vígsla	Samheiti:brúðarmessa,brúðarvígsla,heimavígsla,hjúnavígsla,kirkjuvígsla,vígingborgaralig, kirkjulig hjúnavígsla(salving)prestvígsla↔giftast,hjúnalag,útnevna
vígslubræv	síváttan
vígsluvatn	sívatn
vígtorn	síbygningur
vígvirki	síbygningur
vík	sífjørður
víkarbotnur	síbotnur
víkarlag	sífjørður
víkarmunni	síinngongd
víkarskapilsi	sífjørður
víkiligur	sígóðsintur,mótfallin
víkin	símótfallin
víkindasamur	síhjálpsamur,villigur
víking	síálop,kríggj
víkingaferð	síálop
víkingaskip	sísjófar
víkipláss	sífarstøð
víkiskylda	sískylda
víkja	sífara,sigla
víkutur	síinnskorin,nakin
vín	sírúsdrekka
vínandi	sírúsdrekka
vínberjatyssi	sítyssi
vínbland	sírúsdrekka
vínfløska	sífløska
víngarðsmaður	síjarðyrkismaður
vínglas	sífløska,rúsdrekka
vínkort	síyvirlit
vínspritt	sírúsdrekka
vínstova	sískeinkistova
víntunna	síkassi
víntútur	síventilur
vípa	sífuglur
vírikur	síknykil
vísa	síavhylja,gróðurnál,horva,sangur,vísa á,vísa skommina
vísa á	Samheiti:ávísa,sannvísa,staðfestabenda, peika, sýna á;sipa, skjóta, sneiða, vitna, vísa til;vísa e-t(rógva framundir)dyrgja,fiskabenda tosið á e-t, tann vegin;bera óbeinleiðis upp á mál;fiska (út) undir;gramla, hálvbrokkast, kráa, mølma, smátosa, spráka, spreka um;lata fara út ímillum rivini;reka, rógva, røða fram undir e-t;reka uppundir;royna at fiska eftir e-m;tosa leysliga um;□altíð kemur tú, skalt tú koma handan vegin(koykla)benda tosið frá e-m, onkran annan veg;royna at tosa um okkurt annnað;skáka av;venda orðum↔framundirróður,óbeinleiðis
vísa skommina	Samheiti:vísafletta upp um seg;loysa (hann) út;nekta kynslimin;nekta seg fyri e-m;vísa fyri sær;vísa skøpini↔nekta
vísdómsgudur	sígudur
vísdómsjakslur	sítonn
vísdómssteinur	síeydnulutur,ævintýrhugtak
vísdómur	síklókskapur
vísi	sígróðurnál
vísiliga	sískynsamliga
vísindafelag	sífelag
vísindafólk	sífróðarmaður
vísindakona	sífróðarmaður
vísindamaður	sífróðarmaður
vísindarit	sískriv
vísindaverk	sískriv
vísindi	síklókskapur
vísmaður	Samheiti:flogvit,gávumenni,heimspekingur,hugsari,ovvit,ráðamaður,roknimeistari,serfrøðingur,spekingur,teinkjari,vitringureitt bjart høvd;evnaríkt, gávað, gávuríkt, klókt, vitugt fólk;vitur, vísur maður↔fróðarmaður,klókskapur,klókur,lærdómur,lærdurAndheiti:býttlingur,sibbi
vísormur	síævintýrhugtak
víst	sínevniliga,sanniliga
vísubók	sískriv
vísulag	sítónalag
vísur	síásettur,klókur,sannur,sjónligur,vissur
vísusangari	sísangari
vísuskald	sískald
vív	síkvinna
voff	sískríggj
voffur	síhundur
voksljós	sílampa
volda	síelva
vomb	sílikam
vond	símastur,strika
vongbrotin	síbrekaður
vonggráur	sílitaður
vonghvítur	sílitaður
vongknúgvi	síliður
vongliður	síliður
vongmorreyður	sílitaður
vongskerja	sískerja
vongsknúgvi	síliður
vongsvartur	sílitaður
vongur	síhøli,pinkulingur
vontrast	sívamlast
vorðið stilli	sígóðveður
vorðin	sískikkaður
vovvur	síhundur
vón	síframtíðarútlit,kenningSamheiti:bótavón,hop,lívsvánir,lívsvón,vónarljósvón um bata;□hann hevur vón um bata;honum er bót á borði, stendur til bata(væntan)dreymur,skýborg,vóndreymur,ynski,ynskisdreymur,ynskur(vónarsjón)falskt hop, følsk vón↔bjartskygni,framtíðarútlit,gævi,kanska,trá,tráa,vóna,vóngóður,ætlaAndheiti:mótloysi,troystarloysi
vóna	sídrekka,órógva,upplivaSamheiti:biðja,hopa,vilja,ynskjabiðja eftir;bíða (spentur) eftir;gera sær vón(ir) um;gleða seg til;hava hop, vón um;hava í vón, í væntan, væntu;huga sær til;ikki missa vónina;kunna vænta sær;sýna bjartskygni;□eg biði eftir, hevði vilja, vildi ynskt at...↔bjartskygni,gævi,kanska,trá,tráa,vón,vóngóður,ætla
vónaligur	síhóskiligur
vónandi	síkanska
vónargóður	sívóngóður
vónarleysur	sílíkasælur,órøkjutur
vónarljós	sívón
vónarsjón	sívón
vónbjartur	símennandi
vónboðandi	símennandi
vónbrestur	sítunglyndi
vónbrot	sítunglyndi
vónbrotin	símótfallin,nipin
vóndreymur	síveruleikaflótti,vón
vóngevandi	símennandi
vóngóður	Samheiti:bjartskygdur,glaðskygdur,ljósskygdur,treystgóður,troystargóður,vónargóður,vónmikil,vónríkur,vónsterkur,vónvísur,væntinvið góðum vónum;við vón um góða, ljósa framtíð;○sum sær ljóst upp á framtíðina, lívið, tað(lívsjáttandi)lívsfegin,lívsfrískur,lívsfróur,lívsfúsur,lívsglaður,lívsheitur,lívshugaður,lívskátur,lívsterkur(spentur)alspentur,fýsin,gintur,grammligur,hugspentur(allur) uppi á gosi↔bjartskygni,glaður,gleða ein,gleðast,gleði,gleðirómur,mennandi,stuttleiki,vón,vónaAndheiti:keðiligur
vóning	síkenning
vónleyst	Samheiti:gagnleyst,gagnsleyst,hopileyst,hopleyst,munaleyst,munalítið,munarleyst,nyttuleyst,úrslitaleyst,til onga nyttuí tóman heim;til einkis, fánýtis, ónýtis;uttan úrslit, við ongum úrsliti;□har batar, batir hvørki bøn ella løn;har er eingin bøn;har er ikki bøn (fyri tí);har gerst einki (við);har hjálpir eingin kæra mamma;har hjálpir, nyttar einki;har kemur, spyrst, verður lítið burturúr;har, tað kemur lítið av skafti, á skaftið;hatta gav vánaligt úrslit;hatta ger ikki stórar skreytir, munar lítið um;hatta hilnast ikki, hilnast illa;honum stendur ikki til bót(ar), bjargingar;sama ger um...;so, tað er líka vítt sum sítt;tað er burturspilt at...;tað bøtist ikki aftur;tað er einki bøtt í tí;tað er ikki meira enn tað loysir seg;tað er meiri møði enn føði;tað er ongum at gagni, gagnar ongum;tað er sum at sletta vatn á gás;tað er sum at tosa fyri deyvum oyrum;tað er sum ein dropi í havinum;tað er tað bera fjas at royna;tað gagnar, tænir ongum endamáli;tað ger ikki mun, ger ongan mun, hevur onga ávirkan;tað ger tað sama;tað hevur lítlan, ongan týdning at...;tað hjálpir einki, ikki, neyvan um støðuna;tað ídnast ikki;tað kann vera líka mikið, vera tað sama;tað klekir, smellir niðarlaga;tað loysir seg ikki, illa, neyvan, nóg illa, valla;tað munar einki, lítið;tað rínur ikki á, við;teimum er ikki bót á borði↔dygdarleysur,gróðrarlítil,óneyðugur,sama ger,spell,til fánýtis
vónleysur	símótfallin,ógjørligur,svárur
vónlítil	símótfallin
vónloysi	símótloysi,troystarloysi
vónmikil	sívóngóður
vónríkur	símennandi,vóngóður
vónskerdur	símótfallin,nipin
vónsprongdur	símótfallin
vónsterkur	sívóngóður
vónsvik	sítunglyndi
vónsvikin	símótfallin,nipin
vónsýni	síbjartskygni
vónvísur	sívóngóður
vrak	síavlop,kloddakot,sjófar,sjúklingurSamheiti:bátsrov,skipsrov,skipsvrak(vrakvøra)bilvrak,vrakfiskur,vrakhosa↔kloddakot,kræsin,vanda
vraka	síkanna,vanda
vrakaður	sífrákoyrdur,vanda
vrakari	sígagnmetari
vrakfiskur	sífiskur,vrak
vrakhosa	sívrak
vrakskip	sísjófar
vrakvøra	sívrak
